antecedent,consequent,confidence
frozenset({'Target_Enrolled'}),frozenset({'Nacionality_1.0'}),0.9436997319034852
"frozenset({""Father's qualification_34""})",frozenset({'Scholarship holder_0'}),0.9433962264150944
frozenset({'Application order_2'}),frozenset({'Nacionality_1.0'}),0.9432485322896281
frozenset({'Course_9773'}),frozenset({'Nacionality_1.0'}),0.9424920127795527
"frozenset({""Father's qualification_38""})",frozenset({'Daytime/evening attendance_1'}),0.9421613394216134
frozenset({'Scholarship holder_1'}),frozenset({'Daytime/evening attendance_1'}),0.9419167473378509
frozenset({'Application order_4'}),frozenset({'Debtor_0'}),0.9411764705882353
frozenset({'Course_9238'}),frozenset({'Marital status_1'}),0.9404761904761905
"frozenset({""Father's qualification_1""})",frozenset({'Daytime/evening attendance_1'}),0.9404052443384983
"frozenset({""Father's qualification_3""})",frozenset({'International_0'}),0.9398496240601504
frozenset({'Debtor_1'}),frozenset({'International_0'}),0.9396551724137931
"frozenset({""Mother's occupation_4""})",frozenset({'Daytime/evening attendance_1'}),0.9394736842105263
frozenset({'Application order_2'}),frozenset({'Debtor_0'}),0.9393346379647749
frozenset({'Scholarship holder_1'}),frozenset({'Marital status_1'}),0.9390125847047435
frozenset({'Course_9670'}),frozenset({'Marital status_1'}),0.9384615384615385
frozenset({'Application mode_18'}),frozenset({'Daytime/evening attendance_1'}),0.9380530973451328
"frozenset({""Father's qualification_19""})",frozenset({'Daytime/evening attendance_1'}),0.937636761487965
"frozenset({""Father's occupation_6""})",frozenset({'Nacionality_1.0'}),0.9375
frozenset({'Application order_2'}),frozenset({'Marital status_1'}),0.9373776908023483
"frozenset({""Father's qualification_1""})",frozenset({'Nacionality_1.0'}),0.9368295589988082
frozenset({'Application mode_39'}),frozenset({'Application order_1'}),0.9368279569892473
"frozenset({""Father's occupation_2""})",frozenset({'Marital status_1'}),0.9361702127659575
"frozenset({""Father's qualification_3""})",frozenset({'Daytime/evening attendance_1'}),0.9360902255639098
frozenset({'Course_9119'}),frozenset({'Marital status_1'}),0.9358974358974359
frozenset({'Course_9119'}),frozenset({'Gender_1.0'}),0.9358974358974359
"frozenset({""Mother's occupation_3""})",frozenset({'Daytime/evening attendance_1'}),0.9357798165137615
frozenset({'International_1'}),frozenset({'Previous qualification_1'}),0.9357798165137615
"frozenset({""Mother's occupation_0""})",frozenset({'Scholarship holder_0'}),0.9357142857142857
frozenset({'Tuition fees up to date_0'}),frozenset({'Nacionality_1.0'}),0.9354838709677419
frozenset({'Tuition fees up to date_1'}),frozenset({'Debtor_0'}),0.9349371241115364
"frozenset({""Father's qualification_38""})",frozenset({'Marital status_1'}),0.9345509893455098
frozenset({'Application mode_44'}),frozenset({'Previous qualification_39'}),0.9343434343434344
"frozenset({""Mother's qualification_19""})",frozenset({'Marital status_1'}),0.9338478500551268
frozenset({'Age group_18-22'}),frozenset({'Previous qualification_1'}),0.9337307152875175
frozenset({'Application mode_1'}),frozenset({'Tuition fees up to date_1'}),0.9336670838548186
frozenset({'Course_9853'}),frozenset({'Previous qualification_1'}),0.9333333333333333
frozenset({'Course_9254'}),frozenset({'Marital status_1'}),0.9327731092436975
frozenset({'Application order_4'}),frozenset({'Tuition fees up to date_1'}),0.9327731092436975
frozenset({'Course_9147'}),frozenset({'Nacionality_1.0'}),0.9323943661971831
frozenset({'Age group_28-35'}),frozenset({'Application order_1'}),0.932349323493235
"frozenset({""Father's qualification_3""})",frozenset({'Nacionality_1.0'}),0.9323308270676691
"frozenset({""Mother's qualification_19""})",frozenset({'Daytime/evening attendance_1'}),0.9305402425578831
frozenset({'Marital status_1'}),frozenset({'Daytime/evening attendance_1'}),0.9303969548667754
frozenset({'Course_9119'}),frozenset({'Nacionality_1.0'}),0.9294871794871795
frozenset({'Course_9500'}),frozenset({'Marital status_1'}),0.9292649098474342
frozenset({'Application mode_18'}),frozenset({'Age group_18-22'}),0.9292035398230089
"frozenset({""Mother's occupation_4""})",frozenset({'Marital status_1'}),0.9289473684210526
"frozenset({""Mother's qualification_38""})",frozenset({'Marital status_1'}),0.928030303030303
"frozenset({""Mother's occupation_1""})",frozenset({'Debtor_0'}),0.9270833333333334
frozenset({'Debtor_0'}),frozenset({'Tuition fees up to date_1'}),0.926829268292683
frozenset({'Previous qualification_3'}),frozenset({'Debtor_0'}),0.9262295081967213
frozenset({'Daytime/evening attendance_1'}),frozenset({'Marital status_1'}),0.9261163734776725
"frozenset({""Mother's occupation_2""})",frozenset({'Scholarship holder_0'}),0.9256756756756757
frozenset({'Course_9238'}),frozenset({'Tuition fees up to date_1'}),0.9255952380952381
"frozenset({""Father's occupation_2""})",frozenset({'Daytime/evening attendance_1'}),0.925531914893617
frozenset({'Age group_18-22'}),frozenset({'Tuition fees up to date_1'}),0.9253155680224404
frozenset({'Scholarship holder_1'}),frozenset({'Debtor_0'}),0.9244917715392061
frozenset({'Age group_23-27'}),frozenset({'Marital status_1'}),0.9243353783231084
frozenset({'Daytime/evening attendance_0'}),frozenset({'Application order_1'}),0.9237472766884531
frozenset({'Application mode_1'}),frozenset({'Debtor_0'}),0.9236545682102628
frozenset({'Previous qualification_19'}),frozenset({'Application order_1'}),0.9235668789808917
"frozenset({""Mother's qualification_3""})",frozenset({'Debtor_0'}),0.9234567901234568
"frozenset({""Father's occupation_3""})",frozenset({'Marital status_1'}),0.9232954545454546
frozenset({'Course_9130'}),frozenset({'Nacionality_1.0'}),0.9230769230769231
frozenset({'Course_9670'}),frozenset({'Previous qualification_1'}),0.9230769230769231
"frozenset({""Mother's occupation_5""})",frozenset({'Marital status_1'}),0.9226069246435845
frozenset({'Debtor_1'}),frozenset({'Nacionality_1.0'}),0.9224137931034483
"frozenset({""Mother's occupation_7""})",frozenset({'Debtor_0'}),0.9221789883268483
"frozenset({""Father's occupation_1""})",frozenset({'Daytime/evening attendance_1'}),0.921875
"frozenset({""Father's occupation_1""})",frozenset({'Marital status_1'}),0.921875
"frozenset({""Father's occupation_5""})",frozenset({'Marital status_1'}),0.9218106995884774
"frozenset({""Mother's occupation_0""})",frozenset({'Debtor_0'}),0.9214285714285714
frozenset({'Course_9991'}),frozenset({'Scholarship holder_0'}),0.9212598425196851
"frozenset({""Father's occupation_7""})",frozenset({'Daytime/evening attendance_1'}),0.9206349206349206
"frozenset({""Mother's qualification_34""})",frozenset({'Scholarship holder_0'}),0.9206349206349206
frozenset({'Scholarship holder_1'}),frozenset({'Previous qualification_1'}),0.920619554695063
"frozenset({""Mother's qualification_38""})",frozenset({'Daytime/evening attendance_1'}),0.9204545454545454
"frozenset({""Father's qualification_19""})",frozenset({'Marital status_1'}),0.9201312910284464
"frozenset({""Father's occupation_5""})",frozenset({'Daytime/evening attendance_1'}),0.9197530864197531
"frozenset({""Father's occupation_8""})",frozenset({'Marital status_1'}),0.9195804195804196
frozenset({'Application mode_44'}),frozenset({'Daytime/evening attendance_1'}),0.9191919191919192
frozenset({'Course_9070'}),frozenset({'Debtor_0'}),0.919047619047619
frozenset({'Course_171'}),frozenset({'Previous qualification_1'}),0.9187817258883249
"frozenset({""Father's occupation_0""})",frozenset({'Debtor_0'}),0.9186991869918699
"frozenset({""Mother's occupation_7""})",frozenset({'Daytime/evening attendance_1'}),0.9182879377431906
frozenset({'Previous qualification_3'}),frozenset({'Application order_1'}),0.9180327868852459
frozenset({'Application mode_17'}),frozenset({'Debtor_0'}),0.9168704156479217
frozenset({'Application order_3'}),frozenset({'Debtor_0'}),0.9166666666666666
frozenset({'Application order_3'}),frozenset({'Tuition fees up to date_1'}),0.9166666666666666
frozenset({'Age group_18-22'}),frozenset({'Debtor_0'}),0.9165497896213184
"frozenset({""Father's qualification_38""})",frozenset({'Tuition fees up to date_1'}),0.9162861491628614
frozenset({'Course_9254'}),frozenset({'Debtor_0'}),0.9159663865546218
"frozenset({""Father's occupation_7""})",frozenset({'Debtor_0'}),0.9158730158730158
"frozenset({""Mother's occupation_2""})",frozenset({'Tuition fees up to date_1'}),0.9155405405405406
frozenset({'Tuition fees up to date_0'}),frozenset({'Scholarship holder_0'}),0.9153225806451613
"frozenset({""Father's qualification_34""})",frozenset({'Debtor_0'}),0.9150943396226415
"frozenset({""Mother's occupation_4""})",frozenset({'Debtor_0'}),0.9144736842105263
frozenset({'Previous qualification_1'}),frozenset({'Marital status_1'}),0.9141051422005171
"frozenset({""Father's qualification_3""})",frozenset({'Scholarship holder_0'}),0.9135338345864662
frozenset({'Unemployment rate bins_15%+'}),frozenset({'Daytime/evening attendance_1'}),0.9133425034387895
frozenset({'Displaced_1'}),frozenset({'Debtor_0'}),0.9129287598944591
"frozenset({""Father's occupation_7""})",frozenset({'Tuition fees up to date_1'}),0.9126984126984127
frozenset({'Course_9500'}),frozenset({'Previous qualification_1'}),0.912621359223301
frozenset({'Application mode_17'}),frozenset({'Tuition fees up to date_1'}),0.9119804400977995
frozenset({'Application order_2'}),frozenset({'Tuition fees up to date_1'}),0.9119373776908023
"frozenset({""Father's occupation_3""})",frozenset({'Daytime/evening attendance_1'}),0.9119318181818182
frozenset({'Target_Graduate'}),frozenset({'Marital status_1'}),0.9117221418234442
frozenset({'Course_9853'}),frozenset({'Marital status_1'}),0.9111111111111111
frozenset({'Previous qualification_1'}),frozenset({'Daytime/evening attendance_1'}),0.9109451307095662
frozenset({'Displaced_1'}),frozenset({'Tuition fees up to date_1'}),0.9102902374670184
"frozenset({""Father's occupation_2""})",frozenset({'Scholarship holder_0'}),0.9095744680851063
frozenset({'Course_9070'}),frozenset({'Tuition fees up to date_1'}),0.9095238095238095
frozenset({'Course_9991'}),frozenset({'Debtor_0'}),0.9094488188976378
frozenset({'Course_9003'}),frozenset({'Scholarship holder_0'}),0.9090909090909091
"frozenset({""Mother's qualification_38""})",frozenset({'Tuition fees up to date_1'}),0.9090909090909091
"frozenset({""Mother's occupation_2""})",frozenset({'Debtor_0'}),0.9087837837837838
"frozenset({""Mother's occupation_5""})",frozenset({'Daytime/evening attendance_1'}),0.9083503054989817
frozenset({'Age group_23-27'}),frozenset({'Application order_1'}),0.9079754601226994
frozenset({'Target_Graduate'}),frozenset({'Daytime/evening attendance_1'}),0.9078630004823927
frozenset({'Previous qualification_39'}),frozenset({'Application mode_44'}),0.9068627450980392
"frozenset({""Mother's occupation_7""})",frozenset({'Marital status_1'}),0.9066147859922179
"frozenset({""Mother's occupation_5""})",frozenset({'Tuition fees up to date_1'}),0.9063136456211812
"frozenset({""Mother's occupation_1""})",frozenset({'Daytime/evening attendance_1'}),0.90625
"frozenset({""Mother's occupation_1""})",frozenset({'Marital status_1'}),0.90625
"frozenset({""Father's occupation_1""})",frozenset({'Debtor_0'}),0.90625
"frozenset({""Mother's qualification_3""})",frozenset({'Scholarship holder_0'}),0.9061728395061729
frozenset({'Target_Enrolled'}),frozenset({'Marital status_1'}),0.9061662198391421
"frozenset({""Father's occupation_4""})",frozenset({'Daytime/evening attendance_1'}),0.9060773480662984
frozenset({'Gender_0.0'}),frozenset({'Tuition fees up to date_1'}),0.9060402684563759
"frozenset({""Father's qualification_34""})","frozenset({""Mother's qualification_34""})",0.9056603773584906
frozenset({'Target_Dropout'}),frozenset({'Scholarship holder_0'}),0.9056179775280899
frozenset({'Marital status_2'}),frozenset({'Scholarship holder_0'}),0.9050279329608939
"frozenset({""Father's occupation_7""})",frozenset({'Marital status_1'}),0.9047619047619048
"frozenset({""Mother's qualification_34""})",frozenset({'Debtor_0'}),0.9047619047619048
"frozenset({""Mother's occupation_5""})",frozenset({'Debtor_0'}),0.9042769857433809
frozenset({'Target_Enrolled'}),frozenset({'Daytime/evening attendance_1'}),0.903485254691689
"frozenset({""Father's occupation_3""})",frozenset({'Tuition fees up to date_1'}),0.9034090909090909
frozenset({'Course_9254'}),frozenset({'Previous qualification_1'}),0.9033613445378151
"frozenset({""Father's occupation_5""})",frozenset({'Debtor_0'}),0.9032921810699589
frozenset({'Course_9085'}),frozenset({'Debtor_0'}),0.9032258064516129
frozenset({'Displaced_1'}),frozenset({'Previous qualification_1'}),0.9028144239226034
"frozenset({""Mother's occupation_7""})",frozenset({'Tuition fees up to date_1'}),0.9027237354085603
"frozenset({""Father's qualification_19""})",frozenset({'Tuition fees up to date_1'}),0.9026258205689278
frozenset({'Previous qualification_1'}),frozenset({'Debtor_0'}),0.9026141913243321
frozenset({'Marital status_2'}),frozenset({'Application order_1'}),0.9022346368715084
frozenset({'Age group_28-35'}),frozenset({'Scholarship holder_0'}),0.9015990159901599
frozenset({'Application mode_7'}),frozenset({'Debtor_0'}),0.9015151515151515
"frozenset({""Father's occupation_4""})",frozenset({'Debtor_0'}),0.9005524861878453
frozenset({'Course_9130'}),frozenset({'Scholarship holder_0'}),0.9
frozenset({'Course_9130'}),frozenset({'Marital status_1'}),0.9
"frozenset({""Mother's qualification_38""})",frozenset({'Debtor_0'}),0.8996212121212122
frozenset({'Unemployment rate bins_10-15%'}),frozenset({'Daytime/evening attendance_1'}),0.8994631527574427
frozenset({'Gender_0.0'}),frozenset({'Debtor_0'}),0.8993288590604027
"frozenset({""Mother's occupation_3""})",frozenset({'Debtor_0'}),0.8990825688073395
"frozenset({""Father's occupation_8""})",frozenset({'Daytime/evening attendance_1'}),0.8986013986013986
frozenset({'Course_9147'}),frozenset({'Previous qualification_1'}),0.8985915492957747
"frozenset({""Father's qualification_19""})",frozenset({'Debtor_0'}),0.8982494529540481
frozenset({'Previous qualification_1'}),frozenset({'Tuition fees up to date_1'}),0.8980178109738581
"frozenset({""Father's occupation_4""})",frozenset({'Marital status_1'}),0.8977900552486188
frozenset({'Tuition fees up to date_1'}),frozenset({'Marital status_1'}),0.8974849644614543
frozenset({'Previous qualification_39'}),frozenset({'Daytime/evening attendance_1'}),0.8970588235294118
frozenset({'Unemployment rate bins_10-15%'}),frozenset({'Marital status_1'}),0.8970229380185456
"frozenset({""Father's occupation_10""})",frozenset({'Tuition fees up to date_1'}),0.8968253968253969
"frozenset({""Father's occupation_10""})",frozenset({'Scholarship holder_0'}),0.8968253968253969
frozenset({'Debtor_1'}),frozenset({'Daytime/evening attendance_1'}),0.896551724137931
"frozenset({""Father's qualification_38""})",frozenset({'Debtor_0'}),0.8964992389649924
"frozenset({""Mother's occupation_5""})",frozenset({'Previous qualification_1'}),0.8961303462321792
frozenset({'Course_9238'}),frozenset({'Previous qualification_1'}),0.8958333333333334
"frozenset({""Mother's occupation_1""})",frozenset({'Scholarship holder_0'}),0.8958333333333334
frozenset({'Daytime/evening attendance_0'}),frozenset({'Debtor_0'}),0.8954248366013072
"frozenset({""Father's occupation_3""})",frozenset({'Debtor_0'}),0.8948863636363636
frozenset({'Tuition fees up to date_1'}),frozenset({'Daytime/evening attendance_1'}),0.8942044833242209
frozenset({'Unemployment rate bins_15%+'}),frozenset({'Marital status_1'}),0.8940852819807428
"frozenset({""Mother's qualification_3""})",frozenset({'Tuition fees up to date_1'}),0.8938271604938272
"frozenset({""Mother's occupation_4""})",frozenset({'Tuition fees up to date_1'}),0.8934210526315789
"frozenset({""Mother's occupation_0""})",frozenset({'Unemployment rate bins_5-10%'}),0.8928571428571429
frozenset({'Application order_5'}),frozenset({'Debtor_0'}),0.8926174496644296
frozenset({'Marital status_1'}),frozenset({'Debtor_0'}),0.8926046764545948
frozenset({'Marital status_1'}),frozenset({'Tuition fees up to date_1'}),0.8926046764545948
frozenset({'Nacionality_1.0'}),frozenset({'Debtor_0'}),0.892245720040282
frozenset({'International_0'}),frozenset({'Debtor_0'}),0.89221260815822
frozenset({'Application mode_43'}),frozenset({'Debtor_0'}),0.8918918918918919
frozenset({'Gender_0.0'}),frozenset({'Daytime/evening attendance_1'}),0.8918717375093214
frozenset({'Unemployment rate bins_10-15%'}),frozenset({'Debtor_0'}),0.8916544655929722
frozenset({'Course_9119'}),frozenset({'Scholarship holder_0'}),0.8910256410256411
"frozenset({""Father's qualification_1""})",frozenset({'Debtor_0'}),0.8903456495828367
frozenset({'Course_9147'}),frozenset({'Debtor_0'}),0.8901408450704226
frozenset({'Target_Enrolled'}),frozenset({'Debtor_0'}),0.8900804289544236
frozenset({'Debtor_0'}),frozenset({'Marital status_1'}),0.8897018970189702
frozenset({'Admission grade bins_91-100'}),frozenset({'International_0'}),0.8896551724137931
"frozenset({""Father's occupation_4""})",frozenset({'Tuition fees up to date_1'}),0.8895027624309392
frozenset({'Gender_0.0'}),frozenset({'Marital status_1'}),0.889261744966443
frozenset({'Unemployment rate bins_5-10%'}),frozenset({'Debtor_0'}),0.8889695210449927
"frozenset({""Father's occupation_5""})",frozenset({'Tuition fees up to date_1'}),0.8888888888888888
"frozenset({""Mother's qualification_34""})",frozenset({'Unemployment rate bins_5-10%'}),0.8888888888888888
"frozenset({""Father's occupation_10""})",frozenset({'Debtor_0'}),0.8888888888888888
"frozenset({""Father's occupation_10""})",frozenset({'Daytime/evening attendance_1'}),0.8888888888888888
frozenset({'Debtor_0'}),frozenset({'Daytime/evening attendance_1'}),0.8886178861788618
frozenset({'Unemployment rate bins_15%+'}),frozenset({'Tuition fees up to date_1'}),0.8885832187070152
frozenset({'Educational special needs_0'}),frozenset({'Debtor_0'}),0.8884830776722669
frozenset({'Marital status_2'}),frozenset({'Age group_28-35'}),0.888268156424581
"frozenset({""Mother's qualification_38""})",frozenset({'Previous qualification_1'}),0.8882575757575758
frozenset({'Educational special needs_0'}),frozenset({'Daytime/evening attendance_1'}),0.8882395909422937
frozenset({'Nacionality_1.0'}),frozenset({'Daytime/evening attendance_1'}),0.8882175226586103
"frozenset({""Father's occupation_9""})",frozenset({'Debtor_0'}),0.8881922675026124
frozenset({'Course_9773'}),frozenset({'Age group_18-22'}),0.8881789137380192
frozenset({'International_0'}),frozenset({'Daytime/evening attendance_1'}),0.8877626699629172
frozenset({'Daytime/evening attendance_1'}),frozenset({'Debtor_0'}),0.8874154262516915
"frozenset({""Mother's occupation_7""})",frozenset({'Previous qualification_1'}),0.8871595330739299
frozenset({'Gender_1.0'}),frozenset({'Daytime/evening attendance_1'}),0.886950453593859
"frozenset({""Father's occupation_5""})",frozenset({'Previous qualification_1'}),0.8868312757201646
"frozenset({""Mother's qualification_1""})",frozenset({'Debtor_0'}),0.8862034239677744
"frozenset({""Mother's qualification_19""})",frozenset({'Tuition fees up to date_1'}),0.8853362734288864
frozenset({'Unemployment rate bins_10-15%'}),frozenset({'Tuition fees up to date_1'}),0.8853099072718399
frozenset({'Daytime/evening attendance_1'}),frozenset({'Tuition fees up to date_1'}),0.8852503382949932
frozenset({'Application mode_18'}),frozenset({'Debtor_0'}),0.8849557522123894
"frozenset({""Father's occupation_8""})",frozenset({'Debtor_0'}),0.8846153846153846
frozenset({'Course_9147'}),frozenset({'Marital status_1'}),0.8845070422535212
"frozenset({""Father's qualification_1""})",frozenset({'Tuition fees up to date_1'}),0.8843861740166865
frozenset({'Educational special needs_0'}),frozenset({'Marital status_1'}),0.8843438032627222
"frozenset({""Mother's qualification_1""})",frozenset({'Tuition fees up to date_1'}),0.8841893252769386
frozenset({'International_0'}),frozenset({'Marital status_1'}),0.8838071693448702
frozenset({'Nacionality_1.0'}),frozenset({'Marital status_1'}),0.8836858006042296
frozenset({'Nacionality_1.0'}),frozenset({'Tuition fees up to date_1'}),0.8831822759315207
"frozenset({""Mother's qualification_19""})",frozenset({'Debtor_0'}),0.8831312017640573
frozenset({'International_0'}),frozenset({'Tuition fees up to date_1'}),0.8830655129789864
frozenset({'Course_8014'}),frozenset({'Application order_1'}),0.8829268292682927
frozenset({'Application order_6'}),frozenset({'Displaced_1'}),0.8818897637795275
frozenset({'Course_9070'}),frozenset({'Previous qualification_1'}),0.8809523809523809
"frozenset({""Father's occupation_7""})",frozenset({'Previous qualification_1'}),0.8809523809523809
"frozenset({""Mother's occupation_3""})",frozenset({'Tuition fees up to date_1'}),0.8807339449541285
"frozenset({""Father's qualification_37""})",frozenset({'Debtor_0'}),0.8807017543859649
"frozenset({""Father's occupation_3""})",frozenset({'Previous qualification_1'}),0.8806818181818182
frozenset({'Gender_1.0'}),frozenset({'Marital status_1'}),0.8806699232379623
frozenset({'Educational special needs_0'}),frozenset({'Tuition fees up to date_1'}),0.8799610421232043
frozenset({'Application mode_44'}),frozenset({'Tuition fees up to date_1'}),0.8787878787878788
frozenset({'Displaced_0'}),frozenset({'Application order_1'}),0.8787234042553191
frozenset({'Application mode_43'}),frozenset({'Tuition fees up to date_1'}),0.8783783783783784
frozenset({'Application order_4'}),frozenset({'Displaced_1'}),0.8781512605042017
frozenset({'Course_8014'}),frozenset({'Debtor_0'}),0.8780487804878049
frozenset({'Course_9853'}),frozenset({'Tuition fees up to date_1'}),0.8777777777777778
"frozenset({""Mother's occupation_3""})",frozenset({'Previous qualification_1'}),0.8776758409785933
"frozenset({""Father's occupation_8""})",frozenset({'Tuition fees up to date_1'}),0.8776223776223776
frozenset({'Unemployment rate bins_15%+'}),frozenset({'Debtor_0'}),0.8775790921595599
frozenset({'Target_Graduate'}),frozenset({'Previous qualification_1'}),0.8769898697539797
frozenset({'Scholarship holder_0'}),frozenset({'Debtor_0'}),0.8763216917654598
frozenset({'Admission grade bins_91-100'}),frozenset({'Scholarship holder_0'}),0.8758620689655172
frozenset({'Course_9773'}),frozenset({'Debtor_0'}),0.8753993610223643
frozenset({'Target_Enrolled'}),frozenset({'Previous qualification_1'}),0.8753351206434317
frozenset({'Course_9238'}),frozenset({'Age group_18-22'}),0.875
"frozenset({""Father's occupation_1""})",frozenset({'Tuition fees up to date_1'}),0.875
"frozenset({""Mother's qualification_19""})",frozenset({'Previous qualification_1'}),0.8743109151047409
frozenset({'Course_9085'}),frozenset({'Tuition fees up to date_1'}),0.8741935483870967
frozenset({'Age group_23-27'}),frozenset({'Scholarship holder_0'}),0.8732106339468303
frozenset({'Course_171'}),frozenset({'Debtor_0'}),0.8730964467005076
frozenset({'Course_171'}),frozenset({'Age group_18-22'}),0.8730964467005076
"frozenset({""Father's occupation_2""})",frozenset({'Tuition fees up to date_1'}),0.8723404255319149
frozenset({'Scholarship holder_0'}),frozenset({'Daytime/evening attendance_1'}),0.8721563601409804
"frozenset({""Mother's qualification_37""})",frozenset({'Debtor_0'}),0.8713080168776371
"frozenset({""Father's qualification_38""})",frozenset({'Previous qualification_1'}),0.8706240487062404
"frozenset({""Father's occupation_6""})",frozenset({'Daytime/evening attendance_1'}),0.8705357142857143
"frozenset({""Father's qualification_19""})",frozenset({'Previous qualification_1'}),0.8698030634573304
frozenset({'Gender_1.0'}),frozenset({'Debtor_0'}),0.8695045359385903
frozenset({'Unemployment rate bins_5-10%'}),frozenset({'Tuition fees up to date_1'}),0.8693759071117562
frozenset({'Daytime/evening attendance_0'}),frozenset({'Scholarship holder_0'}),0.869281045751634
frozenset({'Course_9238'}),frozenset({'Gender_0.0'}),0.8690476190476191
frozenset({'Application order_1'}),frozenset({'Debtor_0'}),0.8689679464600212
"frozenset({""Father's qualification_3""})",frozenset({'Tuition fees up to date_1'}),0.868421052631579
frozenset({'Course_8014'}),frozenset({'Tuition fees up to date_1'}),0.8682926829268293
frozenset({'Course_171'}),frozenset({'Tuition fees up to date_1'}),0.868020304568528
"frozenset({""Father's qualification_34""})",frozenset({'Unemployment rate bins_5-10%'}),0.8679245283018868
"frozenset({""Mother's occupation_9""})",frozenset({'Debtor_0'}),0.867696440564137
frozenset({'Scholarship holder_0'}),frozenset({'Marital status_1'}),0.8676706183915411
frozenset({'Previous qualification_39'}),frozenset({'Tuition fees up to date_1'}),0.8676470588235294
frozenset({'Course_9147'}),frozenset({'Tuition fees up to date_1'}),0.8676056338028169
frozenset({'Course_9853'}),frozenset({'Debtor_0'}),0.8666666666666667
frozenset({'Application order_1'}),frozenset({'Tuition fees up to date_1'}),0.8661500528355055
frozenset({'Course_9238'}),frozenset({'Debtor_0'}),0.8660714285714286
frozenset({'Marital status_2'}),frozenset({'Debtor_0'}),0.8659217877094972
frozenset({'Application mode_39'}),frozenset({'Scholarship holder_0'}),0.8655913978494624
frozenset({'Course_9670'}),frozenset({'Tuition fees up to date_1'}),0.8653846153846154
frozenset({'Course_9670'}),frozenset({'Debtor_0'}),0.8653846153846154
frozenset({'Marital status_1'}),frozenset({'Previous qualification_1'}),0.8651441000543774
"frozenset({""Father's occupation_10""})",frozenset({'Marital status_1'}),0.8650793650793651
frozenset({'Application mode_43'}),frozenset({'Scholarship holder_0'}),0.8648648648648649
"frozenset({""Father's occupation_8""})",frozenset({'Previous qualification_1'}),0.8636363636363636
frozenset({'Unemployment rate bins_5-10%'}),frozenset({'Marital status_1'}),0.8635703918722787
frozenset({'Scholarship holder_1'}),frozenset({'Age group_18-22'}),0.8625363020329139
frozenset({'Unemployment rate bins_5-10%'}),frozenset({'Daytime/evening attendance_1'}),0.8621190130624092
frozenset({'Admission grade bins_91-100'}),frozenset({'Nacionality_1.0'}),0.8620689655172413
"frozenset({""Father's occupation_9""})",frozenset({'Daytime/evening attendance_1'}),0.8620689655172413
"frozenset({""Mother's qualification_1""})",frozenset({'Previous qualification_1'}),0.8620342396777442
"frozenset({""Father's occupation_2""})",frozenset({'Debtor_0'}),0.8617021276595744
"frozenset({""Mother's occupation_9""})",frozenset({'Daytime/evening attendance_1'}),0.8616521155137676
"frozenset({""Father's occupation_6""})",frozenset({'Marital status_1'}),0.8616071428571429
"frozenset({""Father's occupation_9""})",frozenset({'Tuition fees up to date_1'}),0.8610240334378265
"frozenset({""Mother's occupation_9""})",frozenset({'Tuition fees up to date_1'}),0.8609805238415044
frozenset({'Gender_0.0'}),frozenset({'Previous qualification_1'}),0.860924683072334
frozenset({'Tuition fees up to date_0'}),frozenset({'Target_Dropout'}),0.8608870967741935
frozenset({'Unemployment rate bins_5-10%'}),frozenset({'Previous qualification_1'}),0.8599419448476052
frozenset({'Previous qualification_19'}),frozenset({'Scholarship holder_0'}),0.8598726114649682
frozenset({'Displaced_0'}),frozenset({'Debtor_0'}),0.8585106382978723
frozenset({'Daytime/evening attendance_1'}),frozenset({'Previous qualification_1'}),0.8581867388362652
"frozenset({""Father's qualification_1""})",frozenset({'Previous qualification_1'}),0.8581644815256257
frozenset({'Application mode_43'}),frozenset({'Previous qualification_1'}),0.8581081081081081
frozenset({'Application order_3'}),frozenset({'Displaced_1'}),0.8576388888888888
"frozenset({""Mother's qualification_37""})",frozenset({'Tuition fees up to date_1'}),0.8565400843881856
frozenset({'Course_9773'}),frozenset({'Tuition fees up to date_1'}),0.8562300319488818
frozenset({'Application order_2'}),frozenset({'Age group_18-22'}),0.8551859099804305
frozenset({'Tuition fees up to date_0'}),frozenset({'Daytime/evening attendance_1'}),0.8548387096774194
frozenset({'Tuition fees up to date_1'}),frozenset({'Previous qualification_1'}),0.8545653362493165
frozenset({'Scholarship holder_0'}),frozenset({'Tuition fees up to date_1'}),0.8545338032681833
frozenset({'Target_Dropout'}),frozenset({'Daytime/evening attendance_1'}),0.853183520599251
frozenset({'Course_9254'}),frozenset({'Tuition fees up to date_1'}),0.8529411764705882
"frozenset({""Father's occupation_6""})",frozenset({'Tuition fees up to date_1'}),0.8526785714285714
"frozenset({""Father's occupation_9""})",frozenset({'Marital status_1'}),0.8526645768025078
frozenset({'Application order_5'}),frozenset({'Displaced_1'}),0.8523489932885906
frozenset({'Debtor_0'}),frozenset({'Previous qualification_1'}),0.851490514905149
frozenset({'Debtor_1'}),frozenset({'Marital status_1'}),0.8512931034482759
frozenset({'Gender_1.0'}),frozenset({'Scholarship holder_0'}),0.8506629448709002
frozenset({'Application order_1'}),frozenset({'Daytime/evening attendance_1'}),0.8506516379006692
"frozenset({""Father's qualification_37""})",frozenset({'Tuition fees up to date_1'}),0.85
frozenset({'Application order_1'}),frozenset({'Marital status_1'}),0.8485382176822825
frozenset({'Previous qualification_39'}),frozenset({'Debtor_0'}),0.8480392156862745
